"crop","sop","template_name","version","date","user","server","languages","r_version","climmobtools_version"
"sweetpotato","sweetpotat","Sweetpotato OFVT Breeding","v2026-06-04","2026-06-04","bioversity","1000farms","en, pt, fr, es, swh","R version 4.3.3 (2024-02-29)","1.9"
